question,summary
"THEME: Huntington's disease MESSAGE: Hello, I was wondering if Huntington's disease could be infectious; for example, can you be infected by this disease through contact in the blood of a person or animal who has this disease? I was on a tour of the animal lab today, and I have to observe the dissecting of the mouse model of Huntington's disease. As I watched it closely, a few drops of blood splashed my face by accident, and now I'm worried that I might have gone into my mouse.",How is Huntington's disease transmitted?
THEME: Hepatic Hemangioma message: What kind of food can I eat .. Because when I eat fat my belly can hurt or and I have swollen belly and I want to know what kind of food I can eat because of my hemangioma,What kind of food can I eat with hepatic hemangioma?
"Can you recommend a group to help a patient who has lost the ability to taste and smell, and who is deeply depressed, has lost a huge amount of weight, has no interest in food and is practically not eating, has no energy and I fear he will starve if he does not receive any help. The various doctors involved are not helping. He needs to think of food as medicine. He must eat, but he hardly does. They have any suggestions.",How can I locate a support group for patients with taste and smell disorders?
THEME: Adrenoleukodystrophy MESSAGE: A child I have been asked to work with has been diagnosed with this condition.So far I have not been able to find information regarding this disease.Can you help me?,Where can I find information on adrenoleukodystrophy? 
"THEME: Questions about albinism MESSAGE: Hello my name is [NAME] and I hope you can help me. When I was born my doctor diagnosed me with albinism. I have color in my hair (brown) and in my eyes (hazel) I do not tremble. My skin is fair but my marks are visible. It is not a fair solid white in all of me. Apparently I have 3 different levels. Most of my body is covered by level 1 pigmentation (the fairest) I have level 2 in some as well and a small patch of my level arm (3) basically looks like a huge birthmark that goes from my right side of the body to the left. When I was born the doctors still did not know much about albinism and I hope to learn more myself. For example, what kind of this would fall under... I hope you can help.",Where can I find information on albinism?
"SUBJECT: It affects being abused MESSAGE: I was abused by my father when I was a child (more than 45 years ago). I have been working on recovery for the last two years (the memories appeared in 2010). As part of my recovery, I am exploring how being sodomized by my father may have damaged my rectum and surrounding areas. What kind of physical damage would have been done by a 22-year-old man sodomizing a 5-year-old child? I am looking to see if that caused tears in the rectum that would have led to having 9 surgeries as an adult to repair them. I don't think they happened. Thank you in advance.",Where can I find information on rectal damage caused by anal sex?
"THEME: Degenerative bone disease and disk MESSAGE: I like to know more about degenerative bone and disc disease..I've had it for more than 10 years..I'm losing muscle in my legs, at the point that I can only walk about 30-40 steps my freezing with pain and pressure, so I need a wheelchair, I need more information about this disease...health care providers ""need to follow.don't need surg"" I'm stuck in the small city of America....O I'm 59yrsold...any info would be apprec...","Where can I find information on degenerative disc disease, including treatments?"
THEME: Antacid called MESSAGE tritralac: I have taken Tritralac for years that has been taken off the market. What is the antacid closest to Tritralac? I preferred Tritralac because it came in pill form.,What antacid is the closest one to Titralac?
MESSAGE: My urea is showing 40. Is it dangerous? If it is dangerous. Now what I have to do. My uric acid is also showing 2.7. Is it dangerous and how will I cover it.,"What are the normal ranges for urea and uric acid, and what are the treatments for high levels of urea and uric acid?"
"SUBJECT: Physical activity MESSAGE: I am a 59 year old woman and I had a triple heart bypass in 2010. I am 5' 1"" and almost 14"" of weight so overweight. And I have very swollen ankles that I have had for at least 20 years. Diuretics do not seem to solve it. I have had to take the part-time job now as the government says I have to as a minor retirement age, work 4 hours a day, and it involves standing as their work in the shop. Should I really avoid this type of work since it means so much standing up? I am very inadequate, too weak and breathless to climb stairs. I suffer severe regular back pain standing for a while and my legs hurt a lot. I cannot climb stairs as I run out of breath and my legs are too weak. I do not smoke and do not drink alcohol frequently.",What work is recommended for a physically unfit person?
THEME: MRSA MESSAGE: I'm 44 years old with cystic fibrosis and I have MRSA in my lungs. Should I worry that it's contagious on the way out?,"Is MRSA contagious, and how is it spread?"
I have a stiff neck that won't go away.,What are the treatments for stiff neck?
"DIABITIC. My sister has been diabetic since she was 8 years old, now she is 20 years old. She is not coping well with her, I have been in nutrition with her and we have since changed our diet at home only for her, but she is still too hard on her. I want to help her, maybe if I can get her a couser or support group that understands her situation/diabite.",Where can I find information on counselors or support groups for diabetes?
"THEME: MESSAGE Instructions: I bought PH Test Strips and after receiving them I saw that there were no instructions included. I don't know how to use them and I need help with that. Could you explain how to use them? Thank you, [NAME]",How do I use pH test strips?
